1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
1;34;246;23;246;246;63;63;180;35;0;0;0
